"","CISP","mes","ano","letalidade_violenta","total_roubos","total_furtos","pessoas_desaparecidas","BASE","INAUGURAÇÃO","treatment","date","pop","tx_letalidade","tx_roubo","tx_furtos","tx_pessoas_desaparecidas"
"1",1,1,2003,0,100,169,2,"Centro2","2016-07-04",1,2003-01-01,1545,0,6472.49190938511,10938.5113268608,129.449838187702
"2",4,1,2003,3,82,115,6,"Centro3","2016-10-01",1,2003-01-01,29790,10.0704934541793,275.260154414233,386.035582410205,20.1409869083585
"3",5,1,2003,3,123,216,2,"Centro1","2016-07-26",1,2003-01-01,35656,8.41373120933363,344.962979582679,605.788647072022,5.60915413955575
"4",5,1,2003,3,123,216,2,"Lapa","2014-01-01",1,2003-01-01,35656,8.41373120933363,344.962979582679,605.788647072022,5.60915413955575
"5",6,1,2003,6,143,90,2,"Centro4","2020-09-24",1,2003-01-01,76271,7.8666858963433,187.489347196182,118.00028844515,2.62222863211443
"6",7,1,2003,4,55,35,1,NA,"2020-01-01",0,2003-01-01,38659,10.3468791225846,142.269587935539,90.5351923226157,2.58671978064616
"7",9,1,2003,2,124,268,3,"Flamengo","2015-12-01",1,2003-01-01,128932,1.55120528650762,96.1747277634722,207.861508392021,2.32680792976142
"8",9,1,2003,2,124,268,3,"Laranjeiras","2019-09-06",1,2003-01-01,128932,1.55120528650762,96.1747277634722,207.861508392021,2.32680792976142
"9",10,1,2003,1,112,290,2,"Botafogo","2019-10-04",1,2003-01-01,97517,1.02546222709886,114.851769435073,297.384045858671,2.05092445419773
"10",12,1,2003,3,131,256,3,"Copacabana","2017-12-03",1,2003-01-01,86643,3.46248398601157,151.195134055838,295.465300139653,3.46248398601157
"11",13,1,2003,0,79,217,1,"Copacabana","2017-12-03",1,2003-01-01,65618,0,120.393794385687,330.701941540431,1.52397208083148
"12",14,1,2003,0,118,311,2,"Ipanema","2019-01-03",1,2003-01-01,83868,0,140.697286211666,370.82081365956,2.38469976629942
"13",14,1,2003,0,118,311,2,"Leblon","2018-12-20",1,2003-01-01,83868,0,140.697286211666,370.82081365956,2.38469976629942
"14",15,1,2003,0,55,105,5,"Lagoa","2015-12-01",1,2003-01-01,140125,0,39.2506690454951,74.9330954504906,3.56824264049955
"15",16,1,2003,4,164,290,3,"Barra da Tijuca","2019-11-29",1,2003-01-01,287538,1.391120477989,57.0359395975488,100.856234654202,1.04334035849175
"16",17,1,2003,6,145,106,2,NA,"2020-01-01",0,2003-01-01,75855,7.90982796124184,191.154175730011,139.740293981939,2.63660932041395
"17",18,1,2003,3,158,117,1,"Tijuca","2019-01-03",1,2003-01-01,63967,4.68991823909203,247.00236059218,182.906811324589,1.56330607969734
"18",19,1,2003,1,208,174,1,"Tijuca","2019-01-03",1,2003-01-01,131628,0.759716777585316,158.021089737746,132.190719299845,0.759716777585316
"19",20,1,2003,4,135,144,0,"Grajaú","2019-12-20",1,2003-01-01,154966,2.58121136249242,87.1158834841191,92.923609049727,0
"20",20,1,2003,4,135,144,0,"Vila Isabel","2019-12-20",1,2003-01-01,154966,2.58121136249242,87.1158834841191,92.923609049727,0
"21",21,1,2003,31,458,156,8,"Bonsucesso","2020-01-22",1,2003-01-01,251500,12.3260437375746,182.107355864811,62.0278330019881,3.18091451292246
"22",22,1,2003,2,309,167,4,NA,"2020-01-01",0,2003-01-01,226485,0.883060688345807,136.432876349427,73.7355674768748,1.76612137669161
"23",23,1,2003,1,355,160,0,"Méier","2015-12-01",1,2003-01-01,87133,1.14767080210712,407.423134748029,183.62732833714,0
"24",24,1,2003,4,208,66,6,NA,"2020-01-01",0,2003-01-01,91631,4.36533487575166,226.997413539086,72.0280254499023,6.54800231362748
"25",25,1,2003,5,279,84,2,NA,"2020-01-01",0,2003-01-01,122746,4.073452495397,227.298649243153,68.4340019226696,1.6293809981588
"26",26,1,2003,0,0,0,0,NA,"2020-01-01",0,2003-01-01,109979,0,0,0,0
"27",27,1,2003,9,341,148,0,"Irajá","2020-02-17",1,2003-01-01,179448,5.01538050020062,190.027194507601,82.475146003299,0
"28",28,1,2003,6,157,83,5,NA,"2020-01-01",0,2003-01-01,162683,3.68815426319898,96.5067032203734,51.0194673075859,3.07346188599915
"29",29,1,2003,11,189,108,7,"Madureira","2020-01-28",1,2003-01-01,98969,11.1145914377229,190.968889248148,109.125079570371,7.0729218240055
"30",30,1,2003,9,247,95,2,NA,"2020-01-01",0,2003-01-01,118839,7.57327140080277,207.844226222031,79.9400870084737,1.68294920017839
"31",31,1,2003,1,12,3,0,NA,"2020-01-01",0,2003-01-01,149548,0.668681627303608,8.0241795276433,2.00604488191082,0
"32",32,1,2003,7,172,114,9,"Jacarepaguá","2020-02-04",1,2003-01-01,348600,2.00803212851406,49.3402180149168,32.7022375215146,2.58175559380379
"33",33,1,2003,10,182,85,5,NA,"2020-01-01",0,2003-01-01,229545,4.35644427018667,79.2872857173975,37.0297762965867,2.17822213509334
"34",34,1,2003,29,282,166,12,"Bangu","2019-09-20",1,2003-01-01,404325,7.1724479070055,69.7458727508811,41.0560811228591,2.9679094787609
"35",35,1,2003,33,297,323,27,NA,"2020-01-01",0,2003-01-01,598846,5.51059871820134,49.5953884638121,53.9370723023949,4.50867167852837
"36",36,1,2003,26,101,105,11,NA,"2020-01-01",0,2003-01-01,294678,8.82319005830093,34.2746998418613,35.6321136969845,3.73288810158885
"37",37,1,2003,5,209,146,7,NA,"2020-01-01",0,2003-01-01,200799,2.49005224129602,104.084183686174,72.7095254458439,3.48607313781443
"38",38,1,2003,2,291,106,6,NA,"2020-01-01",0,2003-01-01,197212,1.01413707076648,147.556943796524,53.7492647506237,3.04241121229945
"39",39,1,2003,27,354,75,8,NA,"2020-01-01",0,2003-01-01,166619,16.2046345254743,212.460763778441,45.012873681873,4.80137319273312
"40",40,1,2003,12,167,48,4,NA,"2020-01-01",0,2003-01-01,105399,11.3853072609797,158.445526048634,45.5412290439188,3.79510242032657
"41",41,1,2003,6,130,120,7,NA,"2020-01-01",0,2003-01-01,135150,4.43951165371809,96.189419163892,88.7902330743618,5.17943026267111
"42",44,1,2003,7,237,62,1,NA,"2020-01-01",0,2003-01-01,112044,6.24754560708293,211.524044125522,55.3354039484488,0.892506515297562
"43",1,2,2003,0,150,224,0,"Centro2","2016-07-04",1,2003-02-01,1546,0,9702.45795601552,14489.0038809832,0
"44",4,2,2003,4,101,82,5,"Centro3","2016-10-01",1,2003-02-01,29809,13.418766144453,338.823845147439,275.084705961287,16.7734576805663
"45",5,2,2003,5,130,234,3,"Centro1","2016-07-26",1,2003-02-01,35679,14.0138456795314,364.359987667816,655.847977802068,8.40830740771883
"46",5,2,2003,5,130,234,3,"Lapa","2014-01-01",1,2003-02-01,35679,14.0138456795314,364.359987667816,655.847977802068,8.40830740771883
"47",6,2,2003,10,136,79,4,"Centro4","2020-09-24",1,2003-02-01,76319,13.1028970505379,178.199399887315,103.512886699249,5.24115882021515
"48",7,2,2003,2,33,39,1,NA,"2020-01-01",0,2003-02-01,38683,5.17022981671535,85.3087919758033,100.819481425949,2.58511490835768
"49",9,2,2003,1,123,251,2,"Flamengo","2015-12-01",1,2003-02-01,129014,0.77510967801944,95.3384903963911,194.552529182879,1.55021935603888
"50",9,2,2003,1,123,251,2,"Laranjeiras","2019-09-06",1,2003-02-01,129014,0.77510967801944,95.3384903963911,194.552529182879,1.55021935603888
"51",10,2,2003,1,127,255,2,"Botafogo","2019-10-04",1,2003-02-01,97579,1.02481066622941,130.150954611136,261.326719888501,2.04962133245883
"52",12,2,2003,1,118,316,2,"Copacabana","2017-12-03",1,2003-02-01,86698,1.15342914484763,136.104639092021,364.483609771852,2.30685828969526
"53",13,2,2003,1,68,165,2,"Copacabana","2017-12-03",1,2003-02-01,65660,1.52299725860493,103.563813585136,251.294547669814,3.04599451720987
"54",14,2,2003,0,132,340,2,"Ipanema","2019-01-03",1,2003-02-01,83922,0,157.288911131765,405.138104430304,2.38316532017826
"55",14,2,2003,0,132,340,2,"Leblon","2018-12-20",1,2003-02-01,83922,0,157.288911131765,405.138104430304,2.38316532017826
"56",15,2,2003,0,30,113,4,"Lagoa","2015-12-01",1,2003-02-01,140215,0,21.3957137253504,80.5905216988197,2.85276183004671
"57",16,2,2003,5,188,329,8,"Barra da Tijuca","2019-11-29",1,2003-02-01,287721,1.7377945996295,65.3410769460693,114.346884655621,2.7804713594072
"58",17,2,2003,6,160,98,2,NA,"2020-01-01",0,2003-02-01,75904,7.90472175379427,210.79258010118,129.110455311973,2.63490725126476
"59",18,2,2003,2,170,126,1,"Tijuca","2019-01-03",1,2003-02-01,64008,3.12460942382202,265.591801024872,196.850393700787,1.56230471191101
"60",19,2,2003,2,170,160,0,"Tijuca","2019-01-03",1,2003-02-01,131712,1.51846452866861,129.069484936832,121.477162293489,0
"61",20,2,2003,5,174,138,4,"Grajaú","2019-12-20",1,2003-02-01,155065,3.22445426111631,112.211008286847,88.9949376068101,2.57956340889304
"62",20,2,2003,5,174,138,4,"Vila Isabel","2019-12-20",1,2003-02-01,155065,3.22445426111631,112.211008286847,88.9949376068101,2.57956340889304
"63",21,2,2003,23,517,133,11,"Bonsucesso","2020-01-22",1,2003-02-01,251659,9.13935126500542,205.436721913383,52.8492920976401,4.37099408326346
"64",22,2,2003,9,338,156,6,NA,"2020-01-01",0,2003-02-01,226629,3.97124816329772,149.142431021626,68.8349681638272,2.64749877553182
"65",23,2,2003,3,341,181,4,"Méier","2015-12-01",1,2003-02-01,87188,3.44084048263522,391.108868192871,207.597375785659,4.5877873101803
"66",24,2,2003,4,232,80,2,NA,"2020-01-01",0,2003-02-01,91689,4.36257348209709,253.029261961631,87.2514696419418,2.18128674104854
"67",25,2,2003,10,224,53,5,NA,"2020-01-01",0,2003-02-01,122824,8.14173125773464,182.374780173256,43.1511756659936,4.07086562886732
"68",26,2,2003,0,0,0,0,NA,"2020-01-01",0,2003-02-01,110049,0,0,0,0
"69",27,2,2003,4,284,140,6,"Irajá","2020-02-17",1,2003-02-01,179562,2.22764281975028,158.16264020227,77.9674986912598,3.34146422962542
"70",28,2,2003,5,193,57,4,NA,"2020-01-01",0,2003-02-01,162786,3.07151720663939,118.560564176281,35.0152961556891,2.45721376531151
"71",29,2,2003,10,269,160,2,"Madureira","2020-01-28",1,2003-02-01,99032,10.0977461830519,271.629372324097,161.563938928831,2.01954923661039
"72",30,2,2003,14,222,100,12,NA,"2020-01-01",0,2003-02-01,118914,11.7732142556806,186.689540340078,84.0943875405755,10.0913265048691
"73",31,2,2003,2,13,1,0,NA,"2020-01-01",0,2003-02-01,149643,1.33651423721791,8.68734254191643,0.668257118608956,0
"74",32,2,2003,9,184,114,7,"Jacarepaguá","2020-02-04",1,2003-02-01,348822,2.58011249290469,52.748966521607,32.6814249101261,2.00675416114809
"75",33,2,2003,7,184,136,6,NA,"2020-01-01",0,2003-02-01,229691,3.0475726084174,80.1076228498287,59.2099821063951,2.6122050929292
"76",34,2,2003,15,286,150,6,"Bangu","2019-09-20",1,2003-02-01,404582,3.70753024108833,70.6902432634175,37.0753024108833,1.48301209643533
"77",35,2,2003,27,304,313,22,NA,"2020-01-01",0,2003-02-01,586896,4.6004743600229,51.7979335350727,53.3314249884136,3.74853466372236
"78",36,2,2003,24,135,96,9,NA,"2020-01-01",0,2003-02-01,294866,8.13929038953287,45.7835084411224,32.5571615581315,3.05223389607483
"79",37,2,2003,7,286,126,5,NA,"2020-01-01",0,2003-02-01,200926,3.48386968336602,142.340961348954,62.7096543005883,2.48847834526144
"80",38,2,2003,6,302,118,4,NA,"2020-01-01",0,2003-02-01,197337,3.04048404505997,153.037696934685,59.7961862195128,2.02698936337332
"81",39,2,2003,43,310,99,10,NA,"2020-01-01",0,2003-02-01,166725,25.7909731593942,185.934922777028,59.3792172739541,5.99790073474284
"82",40,2,2003,12,155,49,3,NA,"2020-01-01",0,2003-02-01,105466,11.3780744505338,146.966794986062,46.4604706730131,2.84451861263346
"83",41,2,2003,3,153,141,1,NA,"2020-01-01",0,2003-02-01,135236,2.21834422786832,113.135555621284,104.262178709811,0.739448075956106
"84",44,2,2003,8,188,71,7,NA,"2020-01-01",0,2003-02-01,112115,7.13553048209428,167.684966329216,63.3278330285867,6.24358917183249
"85",1,3,2003,0,97,195,1,"Centro2","2016-07-04",1,2003-03-01,1547,0,6270.20038784745,12605.0420168067,64.6412411118293
"86",4,3,2003,2,119,96,1,"Centro3","2016-10-01",1,2003-03-01,29828,6.70510929328148,398.954002950248,321.845246077511,3.35255464664074
"87",5,3,2003,2,131,252,2,"Centro1","2016-07-26",1,2003-03-01,35702,5.60192706290964,366.926222620581,705.842809926615,5.60192706290964
"88",5,3,2003,2,131,252,2,"Lapa","2014-01-01",1,2003-03-01,35702,5.60192706290964,366.926222620581,705.842809926615,5.60192706290964
"89",6,3,2003,10,132,120,2,"Centro4","2020-09-24",1,2003-03-01,76368,13.0944898386759,172.847265870522,157.133878064111,2.61889796773518
"90",7,3,2003,1,46,41,2,NA,"2020-01-01",0,2003-03-01,38708,2.58344528262891,118.83848300093,105.921256587785,5.16689056525783
"91",9,3,2003,1,91,213,5,"Flamengo","2015-12-01",1,2003-03-01,129096,0.774617339034517,70.490177852141,164.993493214352,3.87308669517258
"92",9,3,2003,1,91,213,5,"Laranjeiras","2019-09-06",1,2003-03-01,129096,0.774617339034517,70.490177852141,164.993493214352,3.87308669517258
"93",10,3,2003,0,96,278,4,"Botafogo","2019-10-04",1,2003-03-01,97641,0,98.3193535502504,284.7164613226,4.09663973126043
"94",12,3,2003,1,87,306,7,"Copacabana","2017-12-03",1,2003-03-01,86753,1.15269788941016,100.284716378684,352.72555415951,8.06888522587115
"95",13,3,2003,2,67,201,1,"Copacabana","2017-12-03",1,2003-03-01,65702,3.04404736537701,101.97558674013,305.926760220389,1.5220236826885
"96",14,3,2003,3,110,333,2,"Ipanema","2019-01-03",1,2003-03-01,83975,3.57249181303959,130.991366478118,396.546591247395,2.38166120869306
"97",14,3,2003,3,110,333,2,"Leblon","2018-12-20",1,2003-03-01,83975,3.57249181303959,130.991366478118,396.546591247395,2.38166120869306
"98",15,3,2003,0,25,99,5,"Lagoa","2015-12-01",1,2003-03-01,140304,0,17.8184513627552,70.5610673965104,3.56369027255103
"99",16,3,2003,6,183,364,5,"Barra da Tijuca","2019-11-29",1,2003-03-01,287904,2.08402800933645,63.5628542847616,126.431032566411,1.73669000778037
"100",17,3,2003,3,122,78,5,NA,"2020-01-01",0,2003-03-01,75952,3.94986307141352,160.62776490415,102.696439856752,6.58310511902254
"101",18,3,2003,5,173,126,2,"Tijuca","2019-01-03",1,2003-03-01,64049,7.80652313072804,270.10570032319,196.724382894347,3.12260925229121
"102",19,3,2003,4,179,185,3,"Tijuca","2019-01-03",1,2003-03-01,131795,3.03501650290223,135.816988504875,140.369513259228,2.27626237717668
"103",20,3,2003,9,139,120,2,"Grajaú","2019-12-20",1,2003-03-01,155163,5.80035188801454,89.583212492669,77.3380251735272,1.28896708622545
"104",20,3,2003,9,139,120,2,"Vila Isabel","2019-12-20",1,2003-03-01,155163,5.80035188801454,89.583212492669,77.3380251735272,1.28896708622545
"105",21,3,2003,13,382,157,8,"Bonsucesso","2020-01-22",1,2003-03-01,251819,5.16243810038162,151.696258026598,62.3463678276858,3.17688498485023
"106",22,3,2003,11,326,145,3,NA,"2020-01-01",0,2003-03-01,226773,4.85066564361719,143.756090892655,63.9405925749538,1.3229088118956
"107",23,3,2003,11,292,155,7,"Méier","2015-12-01",1,2003-03-01,87244,12.6083169043143,334.693503278162,177.662647288066,8.02347439365458
"108",24,3,2003,8,242,67,2,NA,"2020-01-01",0,2003-03-01,91748,8.71953612067838,263.765967650521,73.0261150106814,2.17988403016959
"109",25,3,2003,7,214,60,6,NA,"2020-01-01",0,2003-03-01,122902,5.69559486420075,174.122471562708,48.8193845502921,4.88193845502921
"110",26,3,2003,0,0,0,0,NA,"2020-01-01",0,2003-03-01,110119,0,0,0,0
"111",27,3,2003,16,297,140,2,"Irajá","2020-02-17",1,2003-03-01,179676,8.90491774082237,165.297535564015,77.9180302321957,1.1131147176028
"112",28,3,2003,14,169,92,8,NA,"2020-01-01",0,2003-03-01,162890,8.59475719810915,103.750997605746,56.4798330161459,4.91128982749094
"113",29,3,2003,17,275,164,7,"Madureira","2020-01-28",1,2003-03-01,99095,17.1552550582774,277.511478883899,165.497754679853,7.06392855340834
"114",30,3,2003,10,208,95,4,NA,"2020-01-01",0,2003-03-01,118990,8.40406756870325,174.804605429028,79.8386419026809,3.3616270274813
"115",31,3,2003,1,12,2,0,NA,"2020-01-01",0,2003-03-01,149738,0.667833148566162,8.01399778279395,1.33566629713232,0
"116",32,3,2003,13,162,145,5,"Jacarepaguá","2020-02-04",1,2003-03-01,349044,3.72445880748559,46.4124866778973,41.5420405450316,1.43248415672523
"117",33,3,2003,10,182,92,11,NA,"2020-01-01",0,2003-03-01,229837,4.35090955764303,79.1865539491031,40.0283679303158,4.78600051340733
"118",34,3,2003,17,322,175,8,"Bangu","2019-09-20",1,2003-03-01,404839,4.19920017587238,79.537791566524,43.2270606339804,1.97609420041053
"119",35,3,2003,31,271,325,23,NA,"2020-01-01",0,2003-03-01,575185,5.38957031216044,47.1152759546928,56.5035597242626,3.99871345740935
"120",36,3,2003,33,136,128,10,NA,"2020-01-01",0,2003-03-01,295053,11.1844312716698,46.0934137256696,43.3820364476891,3.38922159747571
"121",37,3,2003,8,238,118,12,NA,"2020-01-01",0,2003-03-01,201054,3.97903050921643,118.376157649189,58.6907000109423,5.96854576382464
"122",38,3,2003,7,278,103,7,NA,"2020-01-01",0,2003-03-01,197463,3.54496791804034,140.785868745031,52.1616707940222,3.54496791804034
"123",39,3,2003,52,293,81,4,NA,"2020-01-01",0,2003-03-01,166831,31.1692671026368,175.626831943704,48.5521276021842,2.39763593097206
"124",40,3,2003,7,144,55,2,NA,"2020-01-01",0,2003-03-01,105533,6.63299631394919,136.450209886955,52.1163996096008,1.89514180398548
"125",41,3,2003,4,147,144,7,NA,"2020-01-01",0,2003-03-01,135322,2.95591256410635,108.629786730908,106.412852307829,5.17284698718612
"126",44,3,2003,11,192,65,3,NA,"2020-01-01",0,2003-03-01,112187,9.80505762699778,171.14282403487,57.9389768868051,2.67410662554485
"127",1,4,2003,0,142,199,2,"Centro2","2016-07-04",1,2003-04-01,1548,0,9173.12661498708,12855.2971576227,129.198966408269
"128",4,4,2003,4,94,98,1,"Centro3","2016-10-01",1,2003-04-01,29847,13.4016819110798,314.939524910376,328.341206821456,3.35042047776996
"129",5,4,2003,2,107,235,6,"Centro1","2016-07-26",1,2003-04-01,35725,5.59832050384885,299.510146955913,657.802659202239,16.7949615115465
"130",5,4,2003,2,107,235,6,"Lapa","2014-01-01",1,2003-04-01,35725,5.59832050384885,299.510146955913,657.802659202239,16.7949615115465
"131",6,4,2003,15,138,68,5,"Centro4","2020-09-24",1,2003-04-01,76416,19.6293969849246,180.590452261307,88.9865996649916,6.54313232830821
"132",7,4,2003,4,36,31,0,NA,"2020-01-01",0,2003-04-01,38732,10.3273778787566,92.9464009088093,80.0371785603635,0
"133",9,4,2003,2,146,202,2,"Flamengo","2015-12-01",1,2003-04-01,129178,1.54825125021288,113.022341265541,156.373376271501,1.54825125021288
"134",9,4,2003,2,146,202,2,"Laranjeiras","2019-09-06",1,2003-04-01,129178,1.54825125021288,113.022341265541,156.373376271501,1.54825125021288
"135",10,4,2003,0,112,228,1,"Botafogo","2019-10-04",1,2003-04-01,97703,0,114.633122831438,233.360285763999,1.0235100252807
"136",12,4,2003,5,105,227,3,"Copacabana","2017-12-03",1,2003-04-01,86809,5.75977145226877,120.955200497644,261.493623933002,3.45586287136126
"137",13,4,2003,1,57,171,2,"Copacabana","2017-12-03",1,2003-04-01,65743,1.52107448701763,86.7012457600049,260.103737280015,3.04214897403526
"138",14,4,2003,0,108,264,2,"Ipanema","2019-01-03",1,2003-04-01,84028,0,128.528585709525,314.180987289951,2.38015899462084
"139",14,4,2003,0,108,264,2,"Leblon","2018-12-20",1,2003-04-01,84028,0,128.528585709525,314.180987289951,2.38015899462084
"140",15,4,2003,0,45,73,7,"Lagoa","2015-12-01",1,2003-04-01,140393,0,32.0528801293512,51.9968944320586,4.98600357567685
"141",16,4,2003,7,204,367,4,"Barra da Tijuca","2019-11-29",1,2003-04-01,288087,2.42982154696324,70.811942225786,127.392072533644,1.38846945540757
"142",17,4,2003,3,115,92,6,NA,"2020-01-01",0,2003-04-01,76000,3.94736842105263,151.315789473684,121.052631578947,7.89473684210526
"143",18,4,2003,3,154,138,0,"Tijuca","2019-01-03",1,2003-04-01,64089,4.68099049758929,240.290845542917,215.325562889107,0
"144",19,4,2003,8,136,123,1,"Tijuca","2019-01-03",1,2003-04-01,131879,6.0661667134267,103.124834128254,93.2673132189355,0.758270839178338
"145",20,4,2003,5,167,124,1,"Grajaú","2019-12-20",1,2003-04-01,155262,3.22036299931728,107.560124177197,79.8650023830686,0.644072599863457
"146",20,4,2003,5,167,124,1,"Vila Isabel","2019-12-20",1,2003-04-01,155262,3.22036299931728,107.560124177197,79.8650023830686,0.644072599863457
"147",21,4,2003,21,431,151,9,"Bonsucesso","2020-01-22",1,2003-04-01,251979,8.33402783565297,171.045999865068,59.9256287230285,3.57172621527985
"148",22,4,2003,11,291,136,5,NA,"2020-01-01",0,2003-04-01,226918,4.84756608113944,128.240157237416,59.9335442759058,2.20343912779066
"149",23,4,2003,6,347,171,10,"Méier","2015-12-01",1,2003-04-01,87299,6.87293096140849,397.484507268125,195.878532400142,11.4548849356808
"150",24,4,2003,5,222,89,3,NA,"2020-01-01",0,2003-04-01,91806,5.44626712851012,241.814260505849,96.9435548874801,3.26776027710607
"151",25,4,2003,11,232,64,1,NA,"2020-01-01",0,2003-04-01,122980,8.94454382826476,188.648560741584,52.0409822735404,0.813140348024069
"152",26,4,2003,0,1,0,0,NA,"2020-01-01",0,2003-04-01,110189,0,0.907531604788137,0,0
"153",27,4,2003,10,300,156,3,"Irajá","2020-02-17",1,2003-04-01,179791,5.5620136714296,166.860410142888,86.7674132743018,1.66860410142888
"154",28,4,2003,14,145,67,3,NA,"2020-01-01",0,2003-04-01,162993,8.58932592197211,88.9608756204254,41.1060597694379,1.84056984042259
"155",29,4,2003,16,208,177,6,"Madureira","2020-01-28",1,2003-04-01,99158,16.1358639746667,209.766231670667,178.50299521975,6.05094899050001
"156",30,4,2003,15,230,108,1,NA,"2020-01-01",0,2003-04-01,119066,12.5980548603296,193.170174525053,90.7059949943729,0.839870324021971
"157",31,4,2003,0,8,4,0,NA,"2020-01-01",0,2003-04-01,149833,0,5.33927772920518,2.66963886460259,0
"158",32,4,2003,6,163,117,14,"Jacarepaguá","2020-02-04",1,2003-04-01,349266,1.71788837161361,46.6693007621698,33.4988232464654,4.00840620043176
"159",33,4,2003,12,161,140,2,NA,"2020-01-01",0,2003-04-01,229983,5.21777696612358,70.0051742954914,60.8740646047751,0.869629494353931
"160",34,4,2003,22,338,170,5,"Bangu","2019-09-20",1,2003-04-01,405096,5.43081146197445,83.4370124612438,41.9653612970753,1.23427533226692
"161",35,4,2003,39,339,317,16,NA,"2020-01-01",0,2003-04-01,563707,6.91848779596493,60.1376246880028,56.2348879825867,2.83835396757535
"162",36,4,2003,18,127,117,6,NA,"2020-01-01",0,2003-04-01,295241,6.09671420974729,43.015705813217,39.6286423633574,2.03223806991576
"163",37,4,2003,5,206,148,6,NA,"2020-01-01",0,2003-04-01,201182,2.48531180721933,102.394846457437,73.5652294936923,2.9823741686632
"164",38,4,2003,8,239,105,5,NA,"2020-01-01",0,2003-04-01,197588,4.04882887624755,120.958762677895,53.140879000749,2.53051804765472
"165",39,4,2003,36,293,124,4,NA,"2020-01-01",0,2003-04-01,166937,21.5650215350701,175.515314160432,74.2795186207971,2.39611350389668
"166",40,4,2003,11,179,61,8,NA,"2020-01-01",0,2003-04-01,105600,10.4166666666667,169.507575757576,57.7651515151515,7.57575757575758
"167",41,4,2003,8,155,108,5,NA,"2020-01-01",0,2003-04-01,135408,5.90807042419946,114.468864468864,79.7589507266927,3.69254401512466
"168",43,4,2003,0,0,0,0,NA,"2020-01-01",0,2003-04-01,NA,NA,NA,NA,NA
"169",44,4,2003,8,258,60,0,NA,"2020-01-01",0,2003-04-01,112258,7.12644087726487,229.827718291792,53.4483065794865,0
"170",1,5,2003,0,107,234,0,"Centro2","2016-07-04",1,2003-05-01,1549,0,6907.68237572627,15106.5203357005,0
"171",4,5,2003,3,82,82,5,"Centro3","2016-10-01",1,2003-05-01,29866,10.0448670729257,274.559699993303,274.559699993303,16.7414451215429
"172",5,5,2003,0,124,264,1,"Centro1","2016-07-26",1,2003-05-01,35747,0,346.882255853638,738.523512462584,2.79743754720676
"173",5,5,2003,0,124,264,1,"Lapa","2014-01-01",1,2003-05-01,35747,0,346.882255853638,738.523512462584,2.79743754720676
"174",6,5,2003,10,161,100,4,"Centro4","2020-09-24",1,2003-05-01,76465,13.0778787680638,210.553848165828,130.778787680638,5.23115150722553
"175",7,5,2003,4,53,19,2,NA,"2020-01-01",0,2003-05-01,38757,10.3207162577083,136.749490414635,49.0234022241144,5.16035812885414
"176",9,5,2003,0,141,216,4,"Flamengo","2015-12-01",1,2003-05-01,129260,0,109.082469441436,167.105059569859,3.09453814018258
"177",9,5,2003,0,141,216,4,"Laranjeiras","2019-09-06",1,2003-05-01,129260,0,109.082469441436,167.105059569859,3.09453814018258
"178",10,5,2003,2,115,274,6,"Botafogo","2019-10-04",1,2003-05-01,97765,2.04572188410986,117.629008336317,280.26389812305,6.13716565232957
"179",12,5,2003,2,74,194,2,"Copacabana","2017-12-03",1,2003-05-01,86864,2.30244980659422,85.190642843986,223.337631239639,2.30244980659422
"180",13,5,2003,0,47,146,1,"Copacabana","2017-12-03",1,2003-05-01,65785,0,71.444858250361,221.935091586228,1.52010336702896
"181",14,5,2003,1,163,278,7,"Ipanema","2019-01-03",1,2003-05-01,84082,1.18931519231227,193.858376346899,330.62962346281,8.32520634618587
"182",14,5,2003,1,163,278,7,"Leblon","2018-12-20",1,2003-05-01,84082,1.18931519231227,193.858376346899,330.62962346281,8.32520634618587
"183",15,5,2003,1,57,114,3,"Lagoa","2015-12-01",1,2003-05-01,140482,0.711834968180977,40.5745931863157,81.1491863726314,2.13550490454293
"184",16,5,2003,12,213,356,6,"Barra da Tijuca","2019-11-29",1,2003-05-01,288270,4.16276407534603,73.889062337392,123.495334235266,2.08138203767301
"185",17,5,2003,1,152,93,3,NA,"2020-01-01",0,2003-05-01,76048,1.31495897328003,199.873763938565,122.291184515043,3.9448769198401
"186",18,5,2003,1,131,151,1,"Tijuca","2019-01-03",1,2003-05-01,64130,1.55933260564478,204.272571339467,235.459223452362,1.55933260564478
"187",19,5,2003,3,134,151,2,"Tijuca","2019-01-03",1,2003-05-01,131963,2.27336450368664,101.543614498003,114.426013352228,1.51557633579109
"188",20,5,2003,3,206,135,5,"Grajaú","2019-12-20",1,2003-05-01,155361,1.93098654102381,132.594409150302,86.8943943460714,3.21831090170635
"189",20,5,2003,3,206,135,5,"Vila Isabel","2019-12-20",1,2003-05-01,155361,1.93098654102381,132.594409150302,86.8943943460714,3.21831090170635
"190",21,5,2003,21,521,156,8,"Bonsucesso","2020-01-22",1,2003-05-01,252140,8.32870627429206,206.631236614579,61.8703894661696,3.17284048544459
"191",22,5,2003,9,306,143,6,NA,"2020-01-01",0,2003-05-01,227062,3.96367511957087,134.764954065409,62.9783935665149,2.64245007971391
"192",23,5,2003,6,409,183,2,"Méier","2015-12-01",1,2003-05-01,87355,6.86852498425963,468.204453093698,209.490012019919,2.28950832808654
"193",24,5,2003,8,295,77,7,NA,"2020-01-01",0,2003-05-01,91864,8.70852564660803,321.126883218671,83.8195593486023,7.61995994078203
