"","CISP","mes","ano","letalidade_violenta","total_roubos","total_furtos","pessoas_desaparecidas","BASE","INAUGURAÇÃO","treatment","date","pop","tx_letalidade","tx_roubo","tx_furtos","tx_pessoas_desaparecidas"
"9001",25,12,2019,2,212,97,3,NA,"2020-01-01",0,2019-12-01,138768,1.44125446788885,152.772973596218,69.9008416926092,2.16188170183328
"9002",26,12,2019,0,185,104,4,NA,"2020-01-01",0,2019-12-01,136177,0,135.852603596789,76.3711933733303,2.93735359128193
"9003",27,12,2019,2,327,179,3,"Irajá","2020-02-17",1,2019-12-01,202871,0.985848149809485,161.186172493851,88.2334094079489,1.47877222471423
"9004",28,12,2019,0,93,56,4,NA,"2020-01-01",0,2019-12-01,114237,0,81.4097008850022,49.0208951565605,3.50149251118289
"9005",29,12,2019,6,414,400,3,"Madureira","2020-01-28",1,2019-12-01,190886,3.14323732489549,216.883375417789,209.549154993032,1.57161866244774
"9006",30,12,2019,5,160,78,2,NA,"2020-01-01",0,2019-12-01,136297,3.6684593204546,117.390698254547,57.2279653990917,1.46738372818184
"9007",31,12,2019,3,350,77,1,NA,"2020-01-01",0,2019-12-01,169068,1.77443395556817,207.017294816287,45.5438048595831,0.591477985189391
"9008",32,12,2019,9,296,288,9,"Jacarepaguá","2020-02-04",1,2019-12-01,394103,2.28366696016016,75.1072689119342,73.0773427251252,2.28366696016016
"9009",33,12,2019,7,394,125,4,NA,"2020-01-01",0,2019-12-01,259507,2.69742242020446,151.826347651508,48.1682575036512,1.54138424011684
"9010",34,12,2019,23,482,231,6,"Bangu","2019-09-20",1,2019-12-01,457101,5.03171071601243,105.44715500513,50.5358771912553,1.31262018678585
"9011",35,12,2019,9,304,281,14,NA,"2020-01-01",0,2019-12-01,578895,1.55468608296841,52.5138410247109,48.540754368236,2.41840057350642
"9012",36,12,2019,1,110,87,4,NA,"2020-01-01",0,2019-12-01,333143,0.300171397868183,33.0188537655001,26.1149116145319,1.20068559147273
"9013",37,12,2019,8,81,132,4,NA,"2020-01-01",0,2019-12-01,227009,3.52408935328555,35.6814047020162,58.1474743292116,1.76204467664278
"9014",38,12,2019,3,260,84,12,NA,"2020-01-01",0,2019-12-01,222954,1.3455690411475,116.615983566117,37.67593315213,5.38227616459
"9015",39,12,2019,11,468,66,8,NA,"2020-01-01",0,2019-12-01,188368,5.83963305869362,248.449842860783,35.0377983521617,4.24700586086809
"9016",40,12,2019,2,245,71,2,NA,"2020-01-01",0,2019-12-01,119157,1.67845783294309,205.611084535529,59.5852530694798,1.67845783294309
"9017",41,12,2019,0,74,103,5,NA,"2020-01-01",0,2019-12-01,141527,0,52.2868427932479,72.7776325365478,3.53289478332756
"9018",42,12,2019,3,85,203,6,"Recreio dos Bandeirantes","2019-12-19",1,2019-12-01,138019,2.1736137778132,61.5857237047073,147.08119896536,4.3472275556264
"9019",43,12,2019,1,54,89,6,NA,"2020-01-01",0,2019-12-01,188071,0.531714086701299,28.7125606818701,47.3225537164156,3.19028452020779
"9020",44,12,2019,3,169,85,2,NA,"2020-01-01",0,2019-12-01,126669,2.36837742462639,133.41859492062,67.104027031081,1.57891828308426
"9021",1,1,2020,0,123,237,0,"Centro2","2016-07-04",1,2020-01-01,1747,0,7040.6410990269,13566.1133371494,0
"9022",4,1,2020,1,109,239,3,"Centro3","2016-10-01",1,2020-01-01,33695,2.96779937676213,323.490132067072,709.304051046149,8.90339813028639
"9023",5,1,2020,0,223,497,1,"Centro1","2016-07-26",1,2020-01-01,40330,0,552.938259360278,1232.33325068187,2.47954376394743
"9024",5,1,2020,0,223,497,1,"Lapa","2014-01-01",1,2020-01-01,40330,0,552.938259360278,1232.33325068187,2.47954376394743
"9025",6,1,2020,4,137,90,2,"Centro4","2020-09-24",1,2020-01-01,86269,4.63665975031587,158.805596448319,104.324844382107,2.31832987515794
"9026",7,1,2020,2,57,32,0,NA,"2020-01-01",0,2020-01-01,43726,4.57393770296849,130.357224534602,73.1830032474958,0
"9027",9,1,2020,2,158,287,11,"Flamengo","2015-12-01",1,2020-01-01,145832,1.37144111031872,108.343847715179,196.801799330737,7.54292610675298
"9028",9,1,2020,2,158,287,11,"Laranjeiras","2019-09-06",1,2020-01-01,145832,1.37144111031872,108.343847715179,196.801799330737,7.54292610675298
"9029",10,1,2020,0,146,287,2,"Botafogo","2019-10-04",1,2020-01-01,110300,0,132.366273798731,260.199456029012,1.81323662737987
"9030",11,1,2020,0,7,19,1,NA,"2020-01-01",0,2020-01-01,74101,0,9.44656617319604,25.6406796129607,1.34950945331372
"9031",12,1,2020,0,251,1116,2,"Copacabana","2017-12-03",1,2020-01-01,98001,0,256.119835511883,1138.76389016439,2.04079550208671
"9032",13,1,2020,0,77,392,4,"Copacabana","2017-12-03",1,2020-01-01,74219,0,103.74701895741,528.166641964996,5.38945553025506
"9033",14,1,2020,1,89,546,2,"Ipanema","2019-01-03",1,2020-01-01,94862,1.05416288924965,93.8204971432186,575.572937530307,2.10832577849929
"9034",14,1,2020,1,89,546,2,"Leblon","2018-12-20",1,2020-01-01,94862,1.05416288924965,93.8204971432186,575.572937530307,2.10832577849929
"9035",15,1,2020,4,48,111,3,"Lagoa","2015-12-01",1,2020-01-01,84391,4.73984192627176,56.8781031152611,131.530613454041,3.55488144470382
"9036",16,1,2020,1,181,363,3,"Barra da Tijuca","2019-11-29",1,2020-01-01,187142,0.534353592459202,96.7180002351156,193.97035406269,1.60306077737761
"9037",17,1,2020,5,183,142,4,NA,"2020-01-01",0,2020-01-01,85799,5.82757374794578,213.289199174816,165.50309444166,4.66205899835662
"9038",18,1,2020,3,164,186,4,"Tijuca","2019-01-03",1,2020-01-01,72352,4.14639540026537,226.669615214507,257.076514816453,5.52852720035383
"9039",19,1,2020,4,96,193,4,"Tijuca","2019-01-03",1,2020-01-01,148882,2.68669147378461,64.4805953708306,129.632863610107,2.68669147378461
"9040",20,1,2020,1,143,249,2,"Grajaú","2019-12-20",1,2020-01-01,175279,0.570519001135333,81.5842171623526,142.059231282698,1.14103800227067
"9041",20,1,2020,1,143,249,2,"Vila Isabel","2019-12-20",1,2020-01-01,175279,0.570519001135333,81.5842171623526,142.059231282698,1.14103800227067
"9042",21,1,2020,16,428,216,9,"Bonsucesso","2020-01-22",1,2020-01-01,284466,5.62457376276954,150.457348154085,75.9317457973888,3.16382274155787
"9043",22,1,2020,4,186,85,9,NA,"2020-01-01",0,2020-01-01,256173,1.56144480487795,72.6071834268248,33.1807021036565,3.5132508109754
"9044",23,1,2020,2,183,198,0,"Méier","2015-12-01",1,2020-01-01,77053,2.59561600456828,237.498864417998,256.96598445226,0
"9045",24,1,2020,2,217,60,5,NA,"2020-01-01",0,2020-01-01,113296,1.76528738878689,191.533681683378,52.9586216636068,4.41321847196724
"9046",25,1,2020,4,265,108,5,NA,"2020-01-01",0,2020-01-01,138835,2.88111787373501,190.874059134944,77.7901825908452,3.60139734216876
"9047",26,1,2020,2,154,133,3,NA,"2020-01-01",0,2020-01-01,136243,1.46796532665898,113.033330152742,97.6196942228225,2.20194798998848
"9048",27,1,2020,4,329,152,9,"Irajá","2020-02-17",1,2020-01-01,202970,1.97073459131891,162.092920135981,74.8879144701187,4.43415283046756
"9049",28,1,2020,1,93,64,4,NA,"2020-01-01",0,2020-01-01,114293,0.874944222305828,81.369812674442,55.996430227573,3.49977688922331
"9050",29,1,2020,4,415,287,5,"Madureira","2020-01-28",1,2020-01-01,190979,2.09447111986135,217.301378685615,150.278302850052,2.61808889982668
"9051",30,1,2020,1,152,80,4,NA,"2020-01-01",0,2020-01-01,136363,0.733336755571526,111.467186846872,58.6669404457221,2.9333470222861
"9052",31,1,2020,10,355,58,4,NA,"2020-01-01",0,2020-01-01,169151,5.91187755319212,209.87165313832,34.2888898085143,2.36475102127685
"9053",32,1,2020,3,254,355,12,"Jacarepaguá","2020-02-04",1,2020-01-01,394295,0.760851646609772,64.418772746294,90.0341115154897,3.04340658643909
"9054",33,1,2020,3,497,170,3,NA,"2020-01-01",0,2020-01-01,259634,1.15547270388316,191.423311276643,65.476786553379,1.15547270388316
"9055",34,1,2020,20,575,226,11,"Bangu","2019-09-20",1,2020-01-01,457324,4.37326709291443,125.73142892129,49.4179181499331,2.40529690110294
"9056",35,1,2020,1,332,294,15,NA,"2020-01-01",0,2020-01-01,579177,0.172658789972668,57.3227182709258,50.7616842519644,2.58988184959002
"9057",36,1,2020,3,90,110,13,NA,"2020-01-01",0,2020-01-01,333305,0.900076506503053,27.0022951950916,33.0028052384453,3.9003315281799
"9058",37,1,2020,5,87,163,7,NA,"2020-01-01",0,2020-01-01,227119,2.20148908721859,38.3059101176035,71.7685442433262,3.08208472210603
"9059",38,1,2020,9,256,94,3,NA,"2020-01-01",0,2020-01-01,223063,4.0347345817101,114.765783657532,42.1405611867499,1.3449115272367
"9060",39,1,2020,12,567,61,4,NA,"2020-01-01",0,2020-01-01,188459,6.36743270419561,300.861195273242,32.3677829129943,2.1224775680652
"9061",40,1,2020,4,263,77,2,NA,"2020-01-01",0,2020-01-01,119215,3.35528247284318,220.609822589439,64.5891876022313,1.67764123642159
"9062",41,1,2020,0,69,135,5,NA,"2020-01-01",0,2020-01-01,141596,0,48.7301901183649,95.3416763185401,3.53117319698297
"9063",42,1,2020,2,123,365,3,"Recreio dos Bandeirantes","2019-12-19",1,2020-01-01,138086,1.44837275321177,89.0749243225236,264.328027461147,2.17255912981765
"9064",43,1,2020,1,63,97,4,NA,"2020-01-01",0,2020-01-01,188162,0.531456936044472,33.4817869708018,51.5513227963138,2.12582774417789
"9065",44,1,2020,5,265,101,0,NA,"2020-01-01",0,2020-01-01,126731,3.94536459114187,209.104323330519,79.6963647410657,0
"9066",1,2,2020,0,168,339,2,"Centro2","2016-07-04",1,2020-02-01,1748,0,9610.98398169336,19393.5926773455,114.41647597254
"9067",4,2,2020,1,105,239,3,"Centro3","2016-10-01",1,2020-02-01,33711,2.96639079232298,311.471033193913,708.967399365192,8.89917237696894
"9068",5,2,2020,3,388,625,4,"Centro1","2016-07-26",1,2020-02-01,40350,7.43494423791822,961.586121437422,1548.94671623296,9.91325898389095
"9069",5,2,2020,3,388,625,4,"Lapa","2014-01-01",1,2020-02-01,40350,7.43494423791822,961.586121437422,1548.94671623296,9.91325898389095
"9070",6,2,2020,9,111,122,3,"Centro4","2020-09-24",1,2020-02-01,86311,10.4274078622655,128.604696967942,141.349306577377,3.47580262075518
"9071",7,2,2020,0,56,125,0,NA,"2020-01-01",0,2020-02-01,43747,0,128.00877774476,285.733878894553,0
"9072",9,2,2020,1,152,554,0,"Flamengo","2015-12-01",1,2020-02-01,145903,0.685386866616862,104.178803725763,379.704324105741,0
"9073",9,2,2020,1,152,554,0,"Laranjeiras","2019-09-06",1,2020-02-01,145903,0.685386866616862,104.178803725763,379.704324105741,0
"9074",10,2,2020,0,98,370,3,"Botafogo","2019-10-04",1,2020-02-01,110353,0,88.8059228113418,335.287667757107,2.71854865749005
"9075",11,2,2020,2,2,9,3,NA,"2020-01-01",0,2020-02-01,74137,2.69770829680187,2.69770829680187,12.1396873356084,4.0465624452028
"9076",12,2,2020,0,92,432,4,"Copacabana","2017-12-03",1,2020-02-01,98048,0,93.831592689295,440.600522193212,4.07963446475196
"9077",13,2,2020,0,78,259,0,"Copacabana","2017-12-03",1,2020-02-01,74256,0,105.042016806723,348.793363499246,0
"9078",14,2,2020,0,174,711,5,"Ipanema","2019-01-03",1,2020-02-01,94908,0,183.335440637249,749.146541914275,5.26825978842669
"9079",14,2,2020,0,174,711,5,"Leblon","2018-12-20",1,2020-02-01,94908,0,183.335440637249,749.146541914275,5.26825978842669
"9080",15,2,2020,0,61,236,4,"Lagoa","2015-12-01",1,2020-02-01,84433,0,72.2466334253195,279.511565383203,4.73748415903734
"9081",16,2,2020,3,181,449,1,"Barra da Tijuca","2019-11-29",1,2020-02-01,187233,1.60228164906827,96.6709928271192,239.808153477218,0.534093883022758
"9082",17,2,2020,7,160,138,3,NA,"2020-01-01",0,2020-02-01,85840,8.1547064305685,186.393289841566,160.76421248835,3.49487418452936
"9083",18,2,2020,2,147,234,0,"Tijuca","2019-01-03",1,2020-02-01,72387,2.76292704491138,203.075137800986,323.262464254631,0
"9084",19,2,2020,0,106,167,2,"Tijuca","2019-01-03",1,2020-02-01,148954,0,71.1629093545658,112.115149643514,1.34269640291634
"9085",20,2,2020,4,118,175,1,"Grajaú","2019-12-20",1,2020-02-01,175365,2.28095686140336,67.2882274113991,99.7918626863969,0.57023921535084
"9086",20,2,2020,4,118,175,1,"Vila Isabel","2019-12-20",1,2020-02-01,175365,2.28095686140336,67.2882274113991,99.7918626863969,0.57023921535084
"9087",21,2,2020,12,411,206,12,"Bonsucesso","2020-01-22",1,2020-02-01,284605,4.21637005674531,144.410674443527,72.3810193074612,4.21637005674531
"9088",22,2,2020,7,181,91,7,NA,"2020-01-01",0,2020-02-01,256298,2.73119571748511,70.6209178378294,35.5055443273065,2.73119571748511
"9089",23,2,2020,0,143,101,5,"Méier","2015-12-01",1,2020-02-01,77090,0,185.497470489039,131.015695939811,6.48592554157478
"9090",24,2,2020,6,165,66,3,NA,"2020-01-01",0,2020-02-01,113351,5.2932925161666,145.565544194581,58.2262176778326,2.6466462580833
"9091",25,2,2020,6,188,92,3,NA,"2020-01-01",0,2020-02-01,138903,4.31956113258893,135.34624882112,66.2332706996969,2.15978056629446
"9092",26,2,2020,2,124,144,0,NA,"2020-01-01",0,2020-02-01,136310,1.46724378255447,90.9691145183772,105.641552343922,0
"9093",27,2,2020,2,367,175,5,"Irajá","2020-02-17",1,2020-02-01,203069,0.984886910360518,180.726748051155,86.1776046565453,2.46221727590129
"9094",28,2,2020,1,88,64,1,NA,"2020-01-01",0,2020-02-01,114349,0.874515736910686,76.9573848481404,55.9690071622839,0.874515736910686
"9095",29,2,2020,7,377,246,6,"Madureira","2020-01-28",1,2020-02-01,191072,3.66354044548652,197.307821135488,128.747278512812,3.14017752470273
"9096",30,2,2020,4,143,69,4,NA,"2020-01-01",0,2020-02-01,136429,2.93192796252996,104.816424660446,50.5757573536418,2.93192796252996
"9097",31,2,2020,9,320,78,4,NA,"2020-01-01",0,2020-02-01,169233,5.31811171580011,189.088416561782,46.0903015369343,2.36360520702227
"9098",32,2,2020,10,231,339,8,"Jacarepaguá","2020-02-04",1,2020-02-01,394487,2.53493777995219,58.5570627168956,85.9343907403793,2.02795022396175
"9099",33,2,2020,8,468,153,4,NA,"2020-01-01",0,2020-02-01,259760,3.07976593778873,180.166307360641,58.9005235602094,1.53988296889436
"9100",34,2,2020,17,485,218,16,"Bangu","2019-09-20",1,2020-02-01,457547,3.71546529646135,106.000039340221,47.6453785075632,3.49690851431656
"9101",35,2,2020,7,263,338,9,NA,"2020-01-01",0,2020-02-01,579459,1.20802334591403,45.3871628536273,58.3302701312776,1.55317287331804
"9102",36,2,2020,4,117,166,6,NA,"2020-01-01",0,2020-02-01,333468,1.1995153957801,35.0858253265681,49.7798889248743,1.79927309367016
"9103",37,2,2020,3,71,163,3,NA,"2020-01-01",0,2020-02-01,227230,1.32024820666285,31.2458742243542,71.7334858953483,1.32024820666285
"9104",38,2,2020,6,265,66,6,NA,"2020-01-01",0,2020-02-01,223171,2.68852135806176,118.743026647728,29.5737349386793,2.68852135806176
"9105",39,2,2020,14,668,75,4,NA,"2020-01-01",0,2020-02-01,188551,7.42504680431289,354.280804662929,39.7770364516762,2.1214419440894
"9106",40,2,2020,4,255,53,5,NA,"2020-01-01",0,2020-02-01,119273,3.35365086817637,213.795242846243,44.4358740033369,4.19206358522046
"9107",41,2,2020,1,76,95,2,NA,"2020-01-01",0,2020-02-01,141665,0.705890657537148,53.6476899728232,67.059612466029,1.4117813150743
"9108",42,2,2020,2,87,240,1,"Recreio dos Bandeirantes","2019-12-19",1,2020-02-01,138154,1.4476598578398,62.9732038160314,173.719182940776,0.723829928919901
"9109",43,2,2020,2,60,91,4,NA,"2020-01-01",0,2020-02-01,188254,1.06239442455406,31.8718327366218,48.3389463172097,2.12478884910812
"9110",44,2,2020,2,166,68,2,NA,"2020-01-01",0,2020-02-01,126793,1.57737414526038,130.922054056612,53.6307209388531,1.57737414526038
"9111",1,3,2020,0,129,237,0,"Centro2","2016-07-04",1,2020-03-01,1749,0,7375.64322469983,13550.6003430532,0
"9112",4,3,2020,3,74,138,0,"Centro3","2016-10-01",1,2020-03-01,33728,8.89468690702087,219.402277039848,409.15559772296,0
"9113",5,3,2020,1,422,708,5,"Centro1","2016-07-26",1,2020-03-01,40370,2.4770869457518,1045.33069110726,1753.77755759227,12.385434728759
"9114",5,3,2020,1,422,708,5,"Lapa","2014-01-01",1,2020-03-01,40370,2.4770869457518,1045.33069110726,1753.77755759227,12.385434728759
"9115",6,3,2020,3,122,104,1,"Centro4","2020-09-24",1,2020-03-01,86353,3.47411207485553,141.280557710792,120.435885261659,1.15803735828518
"9116",7,3,2020,0,49,45,1,NA,"2020-01-01",0,2020-03-01,43769,0,111.951381114487,102.812492860244,2.28472206356097
"9117",9,3,2020,2,137,265,1,"Flamengo","2015-12-01",1,2020-03-01,145975,1.37009761945539,93.851686932694,181.537934577839,0.685048809727693
"9118",9,3,2020,2,137,265,1,"Laranjeiras","2019-09-06",1,2020-03-01,145975,1.37009761945539,93.851686932694,181.537934577839,0.685048809727693
"9119",10,3,2020,0,87,195,1,"Botafogo","2019-10-04",1,2020-03-01,110407,0,78.7993514903946,176.61923609916,0.905739672303387
"9120",11,3,2020,0,5,9,0,NA,"2020-01-01",0,2020-03-01,74174,0,6.74090651710842,12.1336317307952,0
"9121",12,3,2020,2,34,232,2,"Copacabana","2017-12-03",1,2020-03-01,98096,2.03881911596803,34.6599249714565,236.503017452292,2.03881911596803
"9122",13,3,2020,0,40,159,1,"Copacabana","2017-12-03",1,2020-03-01,74292,0,53.8415980186292,214.020352124051,1.34603995046573
"9123",14,3,2020,3,61,368,0,"Ipanema","2019-01-03",1,2020-03-01,94954,3.15942456347284,64.2416327906144,387.556079786002,0
"9124",14,3,2020,3,61,368,0,"Leblon","2018-12-20",1,2020-03-01,94954,3.15942456347284,64.2416327906144,387.556079786002,0
"9125",15,3,2020,1,38,122,2,"Lagoa","2015-12-01",1,2020-03-01,84474,1.18379619764661,44.9842555105713,144.423136112887,2.36759239529323
"9126",16,3,2020,1,78,314,2,"Barra da Tijuca","2019-11-29",1,2020-03-01,187324,0.533834425914458,41.6390852213278,167.62400973714,1.06766885182892
"9127",17,3,2020,2,178,118,1,NA,"2020-01-01",0,2020-03-01,85882,2.32877669360285,207.261125730654,137.397824922568,1.16438834680143
"9128",18,3,2020,3,102,189,0,"Tijuca","2019-01-03",1,2020-03-01,72423,4.14233047512531,140.83923615426,260.966819932894,0
"9129",19,3,2020,2,98,193,0,"Tijuca","2019-01-03",1,2020-03-01,149027,1.34203869097546,65.7598958577976,129.506733679132,0
"9130",20,3,2020,2,142,235,4,"Grajaú","2019-12-20",1,2020-03-01,175450,1.13992590481619,80.9347392419493,133.941293815902,2.27985180963237
"9131",20,3,2020,2,142,235,4,"Vila Isabel","2019-12-20",1,2020-03-01,175450,1.13992590481619,80.9347392419493,133.941293815902,2.27985180963237
"9132",21,3,2020,9,377,292,7,"Bonsucesso","2020-01-22",1,2020-03-01,284743,3.16074495246591,132.400094119961,102.548614013338,2.45835718525126
"9133",22,3,2020,7,120,86,1,NA,"2020-01-01",0,2020-03-01,256423,2.72986432574301,46.7976741555945,33.5383331448427,0.389980617963287
"9134",23,3,2020,1,145,133,1,"Méier","2015-12-01",1,2020-03-01,77128,1.29654600145213,187.999170210559,172.440618193134,1.29654600145213
"9135",24,3,2020,5,154,78,2,NA,"2020-01-01",0,2020-03-01,113407,4.40889892158332,135.794086784766,68.7788231766999,1.76355956863333
"9136",25,3,2020,4,177,122,1,NA,"2020-01-01",0,2020-03-01,138971,2.87829835001547,127.364701988185,87.7880996754719,0.719574587503868
"9137",26,3,2020,1,120,137,3,NA,"2020-01-01",0,2020-03-01,136376,0.733266850472224,87.9920220566669,100.457558514695,2.19980055141667
"9138",27,3,2020,6,328,202,3,"Irajá","2020-02-17",1,2020-03-01,203168,2.95322097968184,161.442746889274,99.4251063159553,1.47661048984092
"9139",28,3,2020,1,69,53,0,NA,"2020-01-01",0,2020-03-01,114405,0.874087670993401,60.3120492985447,46.3266465626502,0
"9140",29,3,2020,4,324,218,1,"Madureira","2020-01-28",1,2020-03-01,191165,2.09243323830199,169.487092302461,114.037611487458,0.523108309575498
"9141",30,3,2020,4,120,39,3,NA,"2020-01-01",0,2020-03-01,136496,2.93048880553276,87.9146641659829,28.5722658539444,2.19786660414957
"9142",31,3,2020,15,255,59,1,NA,"2020-01-01",0,2020-03-01,169316,8.85917456117555,150.605967539984,34.8460866072905,0.590611637411704
"9143",32,3,2020,8,195,254,10,"Jacarepaguá","2020-02-04",1,2020-03-01,394679,2.02696368441189,49.4072398075398,64.3560969800775,2.53370460551486
"9144",33,3,2020,8,350,103,8,NA,"2020-01-01",0,2020-03-01,259887,3.07826093648393,134.673915971172,39.6326095572306,3.07826093648393
"9145",34,3,2020,13,367,175,7,"Bangu","2019-09-20",1,2020-03-01,457770,2.8398540751906,80.1712650457653,38.228804858335,1.5291521943334
"9146",35,3,2020,6,252,267,9,NA,"2020-01-01",0,2020-03-01,579741,1.0349449150569,43.4676864323896,46.0550487200319,1.55241737258534
"9147",36,3,2020,3,108,124,6,NA,"2020-01-01",0,2020-03-01,333630,0.899199712256092,32.3711896412193,37.1669214399185,1.79839942451218
"9148",37,3,2020,2,68,147,3,NA,"2020-01-01",0,2020-03-01,227341,0.879735727387493,29.9110147311748,64.6605759629807,1.31960359108124
"9149",38,3,2020,6,222,56,5,NA,"2020-01-01",0,2020-03-01,223280,2.68720888570405,99.4267287710498,25.0806162665711,2.23934073808671
"9150",39,3,2020,17,508,60,3,NA,"2020-01-01",0,2020-03-01,188643,9.0117311535546,269.291730941514,31.8061099537221,1.59030549768611
"9151",40,3,2020,2,159,49,3,NA,"2020-01-01",0,2020-03-01,119331,1.67601042478484,133.242828770395,41.0622554072286,2.51401563717726
"9152",41,3,2020,1,70,99,2,NA,"2020-01-01",0,2020-03-01,141734,0.705547010597316,49.3882907418121,69.8491540491343,1.41109402119463
"9153",42,3,2020,1,72,269,3,"Recreio dos Bandeirantes","2019-12-19",1,2020-03-01,138221,0.723479066133221,52.0904927615919,194.615868789837,2.17043719839966
"9154",43,3,2020,5,37,75,4,NA,"2020-01-01",0,2020-03-01,188346,2.65468871120172,19.6446964628928,39.8203306680259,2.12375096896138
"9155",44,3,2020,1,144,89,3,NA,"2020-01-01",0,2020-03-01,126855,0.788301604193765,113.515431003902,70.158842773245,2.36490481258129
"9156",1,4,2020,0,40,67,0,"Centro2","2016-07-04",1,2020-04-01,1750,0,2285.71428571429,3828.57142857143,0
"9157",4,4,2020,3,20,27,2,"Centro3","2016-10-01",1,2020-04-01,33744,8.89046941678521,59.2697961119014,80.0142247510668,5.92697961119014
"9158",5,4,2020,0,53,105,3,"Centro1","2016-07-26",1,2020-04-01,40389,0,131.223848077447,259.971774493055,7.42776498551586
"9159",5,4,2020,0,53,105,3,"Lapa","2014-01-01",1,2020-04-01,40389,0,131.223848077447,259.971774493055,7.42776498551586
"9160",6,4,2020,6,78,62,4,"Centro4","2020-09-24",1,2020-04-01,86395,6.94484634527461,90.2830024885699,71.7634122345043,4.62989756351641
"9161",7,4,2020,0,16,12,0,NA,"2020-01-01",0,2020-04-01,43790,0,36.5380223795387,27.403516784654,0
"9162",9,4,2020,2,77,91,1,"Flamengo","2015-12-01",1,2020-04-01,146046,1.36943154896403,52.723114635115,62.3091354778631,0.684715774482013
"9163",9,4,2020,2,77,91,1,"Laranjeiras","2019-09-06",1,2020-04-01,146046,1.36943154896403,52.723114635115,62.3091354778631,0.684715774482013
"9164",10,4,2020,0,47,133,4,"Botafogo","2019-10-04",1,2020-04-01,110461,0,42.5489539294412,120.404486651397,3.62118756846308
"9165",11,4,2020,0,0,5,0,NA,"2020-01-01",0,2020-04-01,74210,0,0,6.73763643713785,0
"9166",12,4,2020,0,5,53,1,"Copacabana","2017-12-03",1,2020-04-01,98144,0,5.09455493968047,54.002282360613,1.01891098793609
"9167",13,4,2020,0,10,55,0,"Copacabana","2017-12-03",1,2020-04-01,74328,0,13.4538800990206,73.9963405446131,0
"9168",14,4,2020,0,12,55,1,"Ipanema","2019-01-03",1,2020-04-01,95001,0,12.6314459847791,57.8941274302376,1.05262049873159
"9169",14,4,2020,0,12,55,1,"Leblon","2018-12-20",1,2020-04-01,95001,0,12.6314459847791,57.8941274302376,1.05262049873159
"9170",15,4,2020,0,7,33,1,"Lagoa","2015-12-01",1,2020-04-01,84515,0,8.28255339288884,39.0463231379045,1.18322191326983
"9171",16,4,2020,0,47,132,1,"Barra da Tijuca","2019-11-29",1,2020-04-01,187416,0,25.0779015665685,70.4315533358945,0.533572373756776
"9172",17,4,2020,2,80,66,6,NA,"2020-01-01",0,2020-04-01,85924,2.32763837810158,93.1055351240631,76.8120664773521,6.98291513430473
"9173",18,4,2020,5,53,95,1,"Tijuca","2019-01-03",1,2020-04-01,72458,6.90054928372298,73.1458224074636,131.110436390737,1.3801098567446
"9174",19,4,2020,5,53,107,0,"Tijuca","2019-01-03",1,2020-04-01,149100,3.35345405767941,35.5466130114017,71.7639168343394,0
"9175",20,4,2020,1,88,204,1,"Grajaú","2019-12-20",1,2020-04-01,175536,0.569683711603318,50.132166621092,116.215477167077,0.569683711603318
"9176",20,4,2020,1,88,204,1,"Vila Isabel","2019-12-20",1,2020-04-01,175536,0.569683711603318,50.132166621092,116.215477167077,0.569683711603318
"9177",21,4,2020,5,221,196,7,"Bonsucesso","2020-01-22",1,2020-04-01,284882,1.75511264312944,77.5759788263211,68.8004156106739,2.45715770038121
"9178",22,4,2020,9,89,71,1,NA,"2020-01-01",0,2020-04-01,256548,3.50811544038543,34.691363799367,27.6751329185961,0.389790604487269
"9179",23,4,2020,0,102,80,1,"Méier","2015-12-01",1,2020-04-01,77165,0,132.184280438022,103.673945441586,1.29592431801983
"9180",24,4,2020,2,88,39,2,NA,"2020-01-01",0,2020-04-01,113462,1.7627046940826,77.5590065396344,34.3727415346107,1.7627046940826
"9181",25,4,2020,5,109,96,1,NA,"2020-01-01",0,2020-04-01,139038,3.59613918497102,78.3958342323681,69.0458723514435,0.719227836994203
"9182",26,4,2020,1,32,80,1,NA,"2020-01-01",0,2020-04-01,136442,0.732912153149323,23.4531889007784,58.6329722519459,0.732912153149323
"9183",27,4,2020,7,289,147,1,"Irajá","2020-02-17",1,2020-04-01,203267,3.44374640251492,142.177530046687,72.3186744528133,0.491963771787846
"9184",28,4,2020,0,40,23,1,NA,"2020-01-01",0,2020-04-01,114460,0,34.9467062729338,20.0943561069369,0.873667656823344
"9185",29,4,2020,5,223,105,2,"Madureira","2020-01-28",1,2020-04-01,191258,2.61426972989365,116.596429953257,54.8996643277667,1.04570789195746
"9186",30,4,2020,1,86,35,0,NA,"2020-01-01",0,2020-04-01,136562,0.732268127297491,62.9750589475842,25.6293844554122,0
"9187",31,4,2020,2,200,43,3,NA,"2020-01-01",0,2020-04-01,169398,1.18065148348859,118.065148348859,25.3840068950047,1.77097722523288
"9188",32,4,2020,7,84,172,4,"Jacarepaguá","2020-02-04",1,2020-04-01,394872,1.77272635183047,21.2727162219656,43.5584189306915,1.01298648676027
"9189",33,4,2020,7,266,101,1,NA,"2020-01-01",0,2020-04-01,260013,2.69217308365351,102.302577178833,38.8442116355721,0.384596154807644
"9190",34,4,2020,13,325,169,4,"Bangu","2019-09-20",1,2020-04-01,457992,2.83847752799176,70.9619381997939,36.9002078638928,0.87337770092054
